Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_By,Canceled_Reason,Incomplete_Ride,Incomplete_Ride_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
2026-03-02,19:26:11,OLA507918,Success,Cust_3250,Bike,MG Road,Whitefield,6,13,NA,NA,No,NA,126.82,Credit Card,8.45,4,3
2026-02-24,15:51:35,OLA162165,Incomplete,Cust_4683,Bike,Whitefield,MG Road,8,9,NA,NA,Yes,Accident,189.14,UPI,12.61,0,0
2026-01-07,09:51:26,OLA249508,Cancelled,Cust_441,Mini,Koramangala,Airport,2,0,Driver,Wrong location,No,NA,0.0,Credit Card,0.0,0,0
2026-02-14,07:40:42,OLA724807,Cancelled,Cust_3353,Prime Play,Whitefield,Electronic City,3,0,Driver,Driver refused,No,NA,0.0,Credit Card,0.0,0,0
2026-02-22,23:36:22,OLA557706,Cancelled,Cust_442,Auto,Koramangala,MG Road,2,0,Driver,Driver refused,No,NA,0.0,Wallet,0.0,0,0
2026-02-07,12:22:46,OLA558162,Success,Cust_1159,Prime Sedan,Airport,MG Road,10,44,NA,NA,No,NA,927.92,Wallet,61.86,3,3
2026-01-23,03:58:48,OLA127840,Success,Cust_4563,Prime Sedan,Koramangala,Indiranagar,4,35,NA,NA,No,NA,193.04,Wallet,12.87,3,5
2026-02-26,16:46:55,OLA335794,Success,Cust_4139,Mini,Indiranagar,Koramangala,4,42,NA,NA,No,NA,626.97,Wallet,41.8,4,3
2026-01-19,23:38:06,OLA224196,Success,Cust_1132,Prime Play,Electronic City,Koramangala,5,29,NA,NA,No,NA,544.03,Cash,36.27,4,5
2026-02-25,13:26:59,OLA900495,Success,Cust_4842,Mini,Whitefield,Koramangala,8,15,NA,NA,No,NA,1108.37,Wallet,73.89,3,4
2026-02-08,21:50:22,OLA794650,Cancelled,Cust_1895,Auto,Airport,Indiranagar,5,0,Driver,Late arrival,No,NA,0.0,Cash,0.0,0,0
2026-02-09,21:05:22,OLA549652,Success,Cust_2390,Prime Sedan,HSR Layout,MG Road,8,25,NA,NA,No,NA,1032.64,Credit Card,68.84,5,4
2026-02-15,17:00:54,OLA143336,Success,Cust_320,Auto,HSR Layout,Whitefield,12,43,NA,NA,No,NA,1093.26,UPI,72.88,3,5
2026-01-13,18:48:15,OLA961499,Success,Cust_4349,Auto,MG Road,Airport,11,14,NA,NA,No,NA,510.53,Cash,34.04,5,5
2026-02-28,02:04:17,OLA312356,Success,Cust_4767,Prime Play,Whitefield,Airport,3,39,NA,NA,No,NA,1074.71,Cash,71.65,3,4
2026-01-22,19:16:15,OLA387324,Success,Cust_3697,Prime Sedan,Whitefield,Koramangala,2,11,NA,NA,No,NA,1169.46,Credit Card,77.96,5,4
2026-02-15,16:53:06,OLA694211,Cancelled,Cust_3188,Mini,HSR Layout,Electronic City,2,0,Customer,Late arrival,No,NA,0.0,Credit Card,0.0,0,0
2026-02-19,22:27:55,OLA561015,Success,Cust_1581,Prime Sedan,Airport,Koramangala,9,16,NA,NA,No,NA,575.76,Wallet,38.38,3,4
2026-02-16,15:55:06,OLA634600,Success,Cust_518,Prime Sedan,HSR Layout,Indiranagar,2,37,NA,NA,No,NA,1174.96,Credit Card,78.33,4,4
2026-02-22,19:35:47,OLA607301,Cancelled,Cust_3136,Prime Play,Indiranagar,MG Road,5,0,Customer,Changed mind,No,NA,0.0,Credit Card,0.0,0,0
2026-01-15,21:28:48,OLA206018,Success,Cust_811,Lux,Indiranagar,Koramangala,11,20,NA,NA,No,NA,463.23,Cash,30.88,5,5
2026-02-15,18:49:38,OLA833889,Success,Cust_2301,Mini,Koramangala,Electronic City,3,16,NA,NA,No,NA,709.35,UPI,47.29,4,3
2026-02-16,17:33:14,OLA253028,Success,Cust_2169,Mini,Whitefield,HSR Layout,12,34,NA,NA,No,NA,340.35,Wallet,22.69,5,4
2026-02-25,07:19:36,OLA170032,Cancelled,Cust_891,Mini,Indiranagar,Whitefield,3,0,Driver,Driver refused,No,NA,0.0,UPI,0.0,0,0
2026-02-21,10:40:40,OLA307917,Success,Cust_3077,Prime Sedan,Electronic City,Koramangala,4,24,NA,NA,No,NA,674.74,Cash,44.98,5,4
2026-02-04,10:25:37,OLA119995,Success,Cust_2828,Mini,Koramangala,Indiranagar,8,44,NA,NA,No,NA,1035.27,UPI,69.02,5,3
2026-01-27,15:38:57,OLA373714,Success,Cust_3912,Auto,Indiranagar,Electronic City,2,13,NA,NA,No,NA,796.73,UPI,53.12,4,3
2026-01-13,10:27:07,OLA969819,Success,Cust_3384,Prime Sedan,HSR Layout,Airport,12,19,NA,NA,No,NA,213.52,Credit Card,14.23,3,3
2026-02-25,12:48:41,OLA971927,Success,Cust_2567,Auto,HSR Layout,Airport,10,28,NA,NA,No,NA,500.2,Wallet,33.35,3,5
2026-01-09,20:40:38,OLA548389,Success,Cust_3245,Prime Play,HSR Layout,MG Road,3,45,NA,NA,No,NA,417.37,UPI,27.82,4,4
2026-02-15,00:30:01,OLA940341,Success,Cust_3372,Auto,Indiranagar,HSR Layout,5,8,NA,NA,No,NA,836.81,Credit Card,55.79,3,4
2026-02-14,13:00:06,OLA759342,Incomplete,Cust_3864,Prime Play,Koramangala,Airport,4,3,NA,NA,Yes,Vehicle Breakdown,185.55,Cash,12.37,0,0
2026-01-16,12:09:55,OLA661241,Success,Cust_3756,Mini,Airport,HSR Layout,9,37,NA,NA,No,NA,921.71,UPI,61.45,3,5
2026-02-06,21:12:20,OLA654355,Success,Cust_1458,Prime Play,Koramangala,Indiranagar,5,37,NA,NA,No,NA,1198.43,Wallet,79.9,4,3
2026-02-25,09:30:02,OLA586089,Success,Cust_1830,Lux,Whitefield,Indiranagar,8,29,NA,NA,No,NA,200.42,UPI,13.36,3,5
2026-03-01,05:21:28,OLA567105,Success,Cust_4418,Mini,HSR Layout,MG Road,8,5,NA,NA,No,NA,869.65,UPI,57.98,4,3
2026-01-20,19:59:45,OLA493448,Success,Cust_3473,Bike,Airport,Koramangala,7,23,NA,NA,No,NA,556.81,Credit Card,37.12,4,4
2026-01-24,13:36:54,OLA138807,Success,Cust_3134,Lux,Koramangala,Indiranagar,9,40,NA,NA,No,NA,152.56,UPI,10.17,4,3
2026-02-02,09:04:45,OLA858419,Success,Cust_670,Bike,MG Road,Indiranagar,8,19,NA,NA,No,NA,455.74,UPI,30.38,4,4
2026-02-07,23:21:49,OLA113094,Success,Cust_543,Mini,Whitefield,Electronic City,8,16,NA,NA,No,NA,807.45,UPI,53.83,3,3
2026-01-08,18:30:04,OLA242168,Success,Cust_1619,Auto,Electronic City,MG Road,3,42,NA,NA,No,NA,699.99,Credit Card,46.67,5,3
2026-01-14,03:09:55,OLA309321,Success,Cust_301,Auto,HSR Layout,Airport,10,27,NA,NA,No,NA,416.15,Cash,27.74,4,4
2026-02-13,13:22:44,OLA988190,Success,Cust_3090,Prime Sedan,HSR Layout,Whitefield,12,8,NA,NA,No,NA,501.72,Cash,33.45,4,3
2026-01-14,20:04:49,OLA970353,Success,Cust_4274,Prime Sedan,Electronic City,Koramangala,7,25,NA,NA,No,NA,192.52,Cash,12.83,4,5
2026-03-01,20:28:59,OLA868651,Success,Cust_2242,Bike,MG Road,Electronic City,6,35,NA,NA,No,NA,160.15,Cash,10.68,5,4
2026-01-03,23:59:59,OLA635613,Cancelled,Cust_2046,Prime Sedan,Koramangala,Electronic City,4,0,Customer,Late arrival,No,NA,0.0,UPI,0.0,0,0
2026-02-16,06:56:18,OLA522287,Success,Cust_818,Lux,HSR Layout,Airport,7,13,NA,NA,No,NA,1051.19,Cash,70.08,3,4
2026-02-05,22:36:42,OLA229605,Cancelled,Cust_1647,Mini,MG Road,Indiranagar,5,0,Driver,Late arrival,No,NA,0.0,UPI,0.0,0,0
2026-02-05,15:49:00,OLA426604,Success,Cust_4624,Lux,Airport,MG Road,2,16,NA,NA,No,NA,911.45,UPI,60.76,5,4
2026-01-30,05:16:54,OLA985051,Cancelled,Cust_273,Prime Sedan,Indiranagar,HSR Layout,4,0,Driver,Driver refused,No,NA,0.0,Wallet,0.0,0,0
2026-02-07,21:15:49,OLA936823,Success,Cust_3408,Prime Sedan,Electronic City,HSR Layout,6,37,NA,NA,No,NA,114.49,Cash,7.63,4,4
2026-02-28,01:21:15,OLA441244,Success,Cust_3765,Prime Play,MG Road,Whitefield,4,33,NA,NA,No,NA,760.64,UPI,50.71,3,5
2026-02-25,09:47:40,OLA441922,Success,Cust_1354,Auto,Electronic City,Airport,5,45,NA,NA,No,NA,637.77,UPI,42.52,3,4
2026-01-27,10:00:52,OLA262380,Success,Cust_3293,Prime Play,Indiranagar,Koramangala,6,16,NA,NA,No,NA,866.04,Cash,57.74,4,3
2026-01-03,16:28:40,OLA319985,Success,Cust_3752,Auto,Indiranagar,Electronic City,7,27,NA,NA,No,NA,921.26,Wallet,61.42,3,5
2026-02-05,06:54:34,OLA592978,Success,Cust_1831,Lux,Indiranagar,Electronic City,10,5,NA,NA,No,NA,176.18,Wallet,11.75,3,3
2026-02-04,01:50:56,OLA491545,Success,Cust_4610,Lux,Indiranagar,Koramangala,11,9,NA,NA,No,NA,921.37,Cash,61.42,4,4
2026-02-07,06:24:48,OLA383954,Success,Cust_4601,Prime Sedan,Electronic City,MG Road,9,38,NA,NA,No,NA,662.2,Wallet,44.15,5,5
2026-01-21,14:33:18,OLA793896,Success,Cust_2216,Prime Play,Whitefield,Koramangala,8,15,NA,NA,No,NA,926.59,Credit Card,61.77,3,3
2026-01-04,13:27:38,OLA978674,Success,Cust_637,Lux,Electronic City,MG Road,6,40,NA,NA,No,NA,814.01,Credit Card,54.27,3,4
2026-01-27,00:45:11,OLA567522,Incomplete,Cust_2613,Lux,Indiranagar,Koramangala,2,3,NA,NA,Yes,Vehicle Breakdown,84.94,Cash,5.66,0,0
2026-02-03,05:14:29,OLA809060,Success,Cust_3078,Lux,Indiranagar,HSR Layout,2,16,NA,NA,No,NA,947.98,Cash,63.2,4,4
2026-01-21,20:43:24,OLA142838,Incomplete,Cust_2886,Mini,Indiranagar,Koramangala,7,2,NA,NA,Yes,Vehicle Breakdown,196.39,UPI,13.09,0,0
2026-01-28,19:33:07,OLA710118,Success,Cust_2384,Mini,HSR Layout,Whitefield,9,34,NA,NA,No,NA,255.96,UPI,17.06,3,5
2026-02-26,22:56:58,OLA959152,Success,Cust_652,Lux,Airport,HSR Layout,6,11,NA,NA,No,NA,439.72,Wallet,29.31,5,4
2026-01-08,14:18:42,OLA889113,Success,Cust_3143,Prime Sedan,MG Road,Airport,9,20,NA,NA,No,NA,651.49,Wallet,43.43,3,4
2026-02-03,17:24:18,OLA810197,Success,Cust_258,Prime Sedan,HSR Layout,MG Road,4,30,NA,NA,No,NA,216.28,UPI,14.42,5,4
2026-01-07,06:48:26,OLA805293,Cancelled,Cust_1427,Lux,Whitefield,Electronic City,1,0,Customer,Late arrival,No,NA,0.0,Cash,0.0,0,0
2026-01-06,09:25:34,OLA901270,Success,Cust_3823,Mini,Indiranagar,HSR Layout,9,21,NA,NA,No,NA,501.58,Wallet,33.44,4,4
2026-01-12,19:40:47,OLA199621,Cancelled,Cust_3940,Auto,Indiranagar,HSR Layout,2,0,Customer,Driver refused,No,NA,0.0,Cash,0.0,0,0
2026-01-03,19:03:01,OLA731946,Success,Cust_2775,Prime Play,Whitefield,Electronic City,8,26,NA,NA,No,NA,394.27,Wallet,26.28,4,4
2026-02-08,23:22:56,OLA655436,Success,Cust_1829,Auto,Electronic City,Koramangala,9,13,NA,NA,No,NA,1025.49,Credit Card,68.37,3,3
2026-02-05,05:11:18,OLA962131,Success,Cust_1012,Auto,Whitefield,Koramangala,2,31,NA,NA,No,NA,999.76,UPI,66.65,5,5
2026-02-03,06:06:06,OLA218912,Success,Cust_2554,Lux,Airport,MG Road,5,16,NA,NA,No,NA,1075.27,Cash,71.68,4,3
2026-01-14,23:10:39,OLA513446,Success,Cust_296,Auto,Indiranagar,HSR Layout,11,18,NA,NA,No,NA,956.22,Cash,63.75,3,5
2026-01-17,18:23:48,OLA848279,Success,Cust_1391,Mini,HSR Layout,Indiranagar,12,13,NA,NA,No,NA,719.68,Credit Card,47.98,4,3
2026-01-10,21:51:37,OLA927424,Success,Cust_3660,Mini,Airport,MG Road,7,40,NA,NA,No,NA,180.35,Wallet,12.02,3,3
2026-02-11,18:32:41,OLA889945,Success,Cust_1649,Auto,Electronic City,MG Road,3,6,NA,NA,No,NA,288.58,Credit Card,19.24,4,3
2026-02-20,22:55:29,OLA175548,Success,Cust_2761,Auto,Electronic City,Whitefield,6,9,NA,NA,No,NA,560.84,UPI,37.39,4,4
2026-01-28,21:24:53,OLA244752,Success,Cust_652,Bike,Airport,Indiranagar,9,7,NA,NA,No,NA,776.47,UPI,51.76,5,3
2026-02-08,17:16:43,OLA894011,Success,Cust_1733,Prime Play,Koramangala,Airport,3,12,NA,NA,No,NA,874.32,Wallet,58.29,4,3
2026-01-03,08:53:19,OLA217864,Success,Cust_4642,Auto,HSR Layout,Electronic City,10,39,NA,NA,No,NA,637.06,Wallet,42.47,5,3
2026-02-02,07:14:53,OLA381464,Cancelled,Cust_4574,Bike,MG Road,HSR Layout,3,0,Driver,Late arrival,No,NA,0.0,Wallet,0.0,0,0
2026-02-13,13:04:19,OLA812271,Success,Cust_258,Lux,Electronic City,HSR Layout,10,5,NA,NA,No,NA,619.58,Cash,41.31,4,3
2026-01-17,17:00:28,OLA974730,Success,Cust_3300,Bike,Electronic City,Whitefield,11,16,NA,NA,No,NA,903.99,Cash,60.27,4,3
2026-01-29,19:32:28,OLA863142,Success,Cust_3493,Mini,Koramangala,Airport,8,22,NA,NA,No,NA,697.1,Wallet,46.47,3,5
2026-01-03,01:08:26,OLA851270,Success,Cust_1732,Bike,Koramangala,HSR Layout,9,19,NA,NA,No,NA,278.53,Cash,18.57,3,5
2026-01-31,08:46:10,OLA353942,Success,Cust_3736,Lux,Whitefield,Koramangala,12,32,NA,NA,No,NA,556.79,Cash,37.12,4,4
2026-01-24,22:09:55,OLA578354,Success,Cust_1056,Mini,HSR Layout,Electronic City,9,31,NA,NA,No,NA,186.81,Credit Card,12.45,3,3
2026-03-01,23:14:39,OLA887502,Success,Cust_2579,Lux,Airport,Electronic City,10,7,NA,NA,No,NA,670.64,Credit Card,44.71,4,5
2026-01-28,14:31:49,OLA124982,Success,Cust_2232,Auto,Whitefield,Koramangala,9,31,NA,NA,No,NA,813.37,Credit Card,54.22,5,4
2026-01-21,08:32:05,OLA366082,Success,Cust_135,Lux,Indiranagar,HSR Layout,7,34,NA,NA,No,NA,168.51,Wallet,11.23,4,3
2026-01-06,07:04:51,OLA163891,Success,Cust_2738,Bike,HSR Layout,Electronic City,2,38,NA,NA,No,NA,1000.95,UPI,66.73,5,3
2026-01-15,02:02:34,OLA298603,Success,Cust_2236,Auto,HSR Layout,Indiranagar,4,42,NA,NA,No,NA,671.12,Wallet,44.74,3,5
2026-01-29,21:19:18,OLA846284,Success,Cust_844,Bike,Electronic City,Whitefield,11,20,NA,NA,No,NA,760.89,Credit Card,50.73,4,5
2026-01-06,10:48:45,OLA696942,Incomplete,Cust_2299,Prime Play,Indiranagar,MG Road,2,8,NA,NA,Yes,Vehicle Breakdown,128.23,Wallet,8.55,0,0
2026-02-14,02:51:26,OLA395080,Cancelled,Cust_4184,Auto,Indiranagar,Electronic City,1,0,Driver,Driver refused,No,NA,0.0,Credit Card,0.0,0,0
2026-02-16,03:28:26,OLA243377,Success,Cust_3737,Prime Play,MG Road,HSR Layout,10,17,NA,NA,No,NA,634.96,Wallet,42.33,4,5
2026-02-18,01:07:39,OLA287792,Success,Cust_4984,Auto,Whitefield,MG Road,10,11,NA,NA,No,NA,617.43,UPI,41.16,4,5
2026-01-28,09:01:27,OLA728992,Incomplete,Cust_1211,Bike,Whitefield,HSR Layout,10,9,NA,NA,Yes,Medical Emergency,135.19,UPI,9.01,0,0
2026-02-06,00:16:27,OLA936639,Cancelled,Cust_159,Lux,Airport,Indiranagar,4,0,Driver,Changed mind,No,NA,0.0,Wallet,0.0,0,0
2026-02-08,11:16:02,OLA217400,Success,Cust_2523,Auto,HSR Layout,Indiranagar,3,15,NA,NA,No,NA,504.47,UPI,33.63,3,3
2026-02-25,13:20:33,OLA362138,Success,Cust_3772,Prime Sedan,Koramangala,Whitefield,4,25,NA,NA,No,NA,1187.4,UPI,79.16,4,5
2026-01-29,16:15:31,OLA781258,Cancelled,Cust_4471,Auto,Koramangala,HSR Layout,4,0,Driver,Changed mind,No,NA,0.0,Cash,0.0,0,0
2026-01-15,20:23:05,OLA764889,Success,Cust_1079,Prime Sedan,Indiranagar,MG Road,7,12,NA,NA,No,NA,844.66,Wallet,56.31,3,5
2026-02-27,09:21:36,OLA236493,Success,Cust_3378,Lux,Whitefield,Airport,3,28,NA,NA,No,NA,479.06,Wallet,31.94,5,3
2026-01-01,20:42:15,OLA991316,Cancelled,Cust_3120,Prime Sedan,MG Road,Airport,5,0,Customer,Late arrival,No,NA,0.0,Credit Card,0.0,0,0
2026-01-16,07:02:34,OLA720228,Cancelled,Cust_766,Prime Play,Electronic City,Whitefield,2,0,Driver,Driver refused,No,NA,0.0,UPI,0.0,0,0
2026-01-03,07:09:14,OLA397631,Success,Cust_3240,Prime Play,Airport,MG Road,5,22,NA,NA,No,NA,1031.43,UPI,68.76,4,4
2026-01-05,22:11:15,OLA802420,Success,Cust_3558,Prime Play,Electronic City,MG Road,3,10,NA,NA,No,NA,1189.45,Credit Card,79.3,3,3
2026-02-25,22:29:46,OLA338677,Success,Cust_3373,Auto,MG Road,Electronic City,8,8,NA,NA,No,NA,540.77,UPI,36.05,4,4
2026-02-20,17:50:08,OLA638030,Success,Cust_734,Auto,HSR Layout,Indiranagar,12,10,NA,NA,No,NA,904.24,Cash,60.28,4,4
2026-01-22,18:44:00,OLA222741,Success,Cust_986,Prime Play,Whitefield,Indiranagar,2,18,NA,NA,No,NA,660.52,Cash,44.03,3,3
2026-01-21,19:31:22,OLA806862,Cancelled,Cust_127,Auto,Electronic City,HSR Layout,2,0,Driver,Wrong location,No,NA,0.0,Wallet,0.0,0,0
2026-01-23,06:24:57,OLA236976,Success,Cust_308,Lux,Electronic City,Airport,5,19,NA,NA,No,NA,110.2,UPI,7.35,5,5
2026-01-26,12:42:03,OLA293853,Cancelled,Cust_132,Prime Play,Electronic City,Koramangala,1,0,Driver,Changed mind,No,NA,0.0,Wallet,0.0,0,0
2026-02-17,07:17:57,OLA159418,Success,Cust_3077,Prime Sedan,Koramangala,Whitefield,3,11,NA,NA,No,NA,939.32,Wallet,62.62,5,3
2026-01-13,09:23:31,OLA634889,Success,Cust_2872,Prime Play,MG Road,HSR Layout,2,45,NA,NA,No,NA,506.32,Cash,33.75,4,3
2026-01-11,16:37:01,OLA839694,Success,Cust_4663,Auto,Indiranagar,Whitefield,11,16,NA,NA,No,NA,1010.3,Wallet,67.35,5,4
2026-01-18,01:34:18,OLA996747,Cancelled,Cust_4412,Mini,Airport,Indiranagar,1,0,Driver,Changed mind,No,NA,0.0,Credit Card,0.0,0,0
2026-01-28,04:25:25,OLA534747,Success,Cust_149,Mini,Indiranagar,Electronic City,6,39,NA,NA,No,NA,1114.36,Cash,74.29,3,5
2026-01-07,01:34:22,OLA439821,Success,Cust_4722,Lux,MG Road,Whitefield,9,28,NA,NA,No,NA,911.28,UPI,60.75,5,4
2026-02-15,17:54:54,OLA528044,Success,Cust_2475,Prime Sedan,Whitefield,Koramangala,5,23,NA,NA,No,NA,561.18,UPI,37.41,4,5
2026-01-25,07:11:17,OLA130533,Cancelled,Cust_1898,Auto,Koramangala,MG Road,3,0,Driver,Late arrival,No,NA,0.0,Credit Card,0.0,0,0
2026-01-22,19:01:07,OLA407638,Success,Cust_2005,Lux,Indiranagar,HSR Layout,12,35,NA,NA,No,NA,1111.06,Wallet,74.07,3,4
2026-02-01,14:04:32,OLA499511,Success,Cust_1520,Prime Play,Indiranagar,Electronic City,4,45,NA,NA,No,NA,372.67,Cash,24.84,5,4
2026-01-18,01:58:07,OLA111886,Success,Cust_1278,Bike,Airport,HSR Layout,2,39,NA,NA,No,NA,512.86,Cash,34.19,5,3
2026-01-15,05:49:55,OLA562676,Success,Cust_3534,Mini,HSR Layout,Koramangala,6,37,NA,NA,No,NA,1072.08,Credit Card,71.47,4,3
2026-01-09,17:24:27,OLA409007,Cancelled,Cust_851,Prime Sedan,Whitefield,Indiranagar,2,0,Driver,Wrong location,No,NA,0.0,Cash,0.0,0,0
2026-02-23,22:25:13,OLA547155,Success,Cust_3980,Prime Play,Indiranagar,HSR Layout,12,38,NA,NA,No,NA,356.96,Credit Card,23.8,3,4
2026-01-21,20:39:27,OLA225891,Success,Cust_4487,Lux,Whitefield,Koramangala,12,37,NA,NA,No,NA,717.39,Wallet,47.83,5,5
2026-02-18,22:29:16,OLA271397,Success,Cust_347,Mini,Airport,MG Road,9,19,NA,NA,No,NA,217.09,Credit Card,14.47,4,3
2026-01-11,17:58:53,OLA284716,Success,Cust_411,Prime Play,Airport,HSR Layout,9,17,NA,NA,No,NA,405.22,UPI,27.01,5,5
2026-02-20,22:53:57,OLA908225,Success,Cust_4558,Lux,Whitefield,Koramangala,11,26,NA,NA,No,NA,153.47,UPI,10.23,4,3
2026-01-28,22:52:53,OLA175501,Cancelled,Cust_3861,Bike,Electronic City,Koramangala,3,0,Customer,Wrong location,No,NA,0.0,Wallet,0.0,0,0
2026-01-21,22:18:37,OLA212456,Success,Cust_679,Mini,Electronic City,Airport,2,15,NA,NA,No,NA,1178.35,Wallet,78.56,4,4
2026-01-01,20:37:35,OLA860749,Success,Cust_1474,Mini,Airport,Koramangala,12,27,NA,NA,No,NA,315.8,UPI,21.05,4,3
2026-01-26,10:29:08,OLA843214,Success,Cust_3188,Mini,Electronic City,MG Road,2,31,NA,NA,No,NA,113.09,Wallet,7.54,4,3
2026-02-01,00:46:32,OLA277629,Success,Cust_486,Prime Play,Airport,MG Road,2,19,NA,NA,No,NA,1073.29,Credit Card,71.55,3,5
2026-01-28,06:22:40,OLA307157,Cancelled,Cust_4647,Lux,Indiranagar,Whitefield,3,0,Customer,Late arrival,No,NA,0.0,Cash,0.0,0,0
2026-02-04,18:47:06,OLA560949,Success,Cust_1275,Prime Sedan,Indiranagar,MG Road,3,17,NA,NA,No,NA,490.08,UPI,32.67,3,5
2026-01-30,21:19:04,OLA859510,Success,Cust_3384,Mini,Electronic City,Koramangala,11,24,NA,NA,No,NA,240.73,Cash,16.05,3,5
2026-01-20,21:56:02,OLA789073,Success,Cust_4469,Prime Play,MG Road,Airport,4,19,NA,NA,No,NA,1160.31,Wallet,77.35,4,3
2026-01-17,07:07:02,OLA974526,Cancelled,Cust_1448,Mini,Electronic City,Indiranagar,1,0,Driver,Late arrival,No,NA,0.0,UPI,0.0,0,0
2026-01-20,20:49:37,OLA720445,Success,Cust_4982,Lux,MG Road,Airport,7,37,NA,NA,No,NA,167.79,Cash,11.19,4,3
2026-02-17,02:38:13,OLA138587,Success,Cust_1812,Lux,Whitefield,HSR Layout,12,31,NA,NA,No,NA,1087.71,Wallet,72.51,5,5
2026-02-05,07:45:03,OLA789115,Success,Cust_2291,Prime Play,Whitefield,Airport,9,45,NA,NA,No,NA,1194.17,Cash,79.61,4,3
2026-02-15,07:54:21,OLA131291,Success,Cust_2887,Prime Play,HSR Layout,Koramangala,9,28,NA,NA,No,NA,182.34,Credit Card,12.16,5,3
2026-03-02,19:20:52,OLA916335,Cancelled,Cust_482,Prime Play,Koramangala,HSR Layout,4,0,Customer,Changed mind,No,NA,0.0,Cash,0.0,0,0
2026-02-16,05:18:19,OLA738413,Success,Cust_4244,Auto,Airport,Indiranagar,2,42,NA,NA,No,NA,1045.77,Credit Card,69.72,3,5
2026-02-02,08:49:35,OLA625228,Success,Cust_2257,Mini,Whitefield,Indiranagar,4,9,NA,NA,No,NA,678.06,UPI,45.2,4,3
2026-02-12,02:46:39,OLA517955,Success,Cust_1870,Lux,HSR Layout,Indiranagar,9,13,NA,NA,No,NA,265.12,Wallet,17.67,4,3
2026-01-20,20:18:57,OLA903925,Success,Cust_4107,Auto,MG Road,HSR Layout,10,34,NA,NA,No,NA,1126.12,Cash,75.07,5,3
2026-01-25,22:16:25,OLA518735,Success,Cust_3039,Prime Sedan,MG Road,Indiranagar,7,16,NA,NA,No,NA,661.03,UPI,44.07,3,4
2026-02-02,22:15:53,OLA491985,Success,Cust_1248,Auto,HSR Layout,MG Road,11,14,NA,NA,No,NA,840.84,Cash,56.06,4,5
2026-01-01,20:18:38,OLA327171,Cancelled,Cust_1338,Lux,Indiranagar,Koramangala,2,0,Driver,Wrong location,No,NA,0.0,UPI,0.0,0,0
2026-02-07,23:07:31,OLA282765,Success,Cust_1784,Lux,Indiranagar,Airport,3,43,NA,NA,No,NA,1120.52,Credit Card,74.7,4,4
2026-01-26,17:49:33,OLA819376,Success,Cust_4068,Prime Sedan,Whitefield,Indiranagar,11,36,NA,NA,No,NA,132.25,Wallet,8.82,3,5
2026-01-27,00:14:36,OLA961831,Success,Cust_3647,Prime Play,Whitefield,Airport,5,37,NA,NA,No,NA,780.66,Cash,52.04,5,5
2026-02-22,00:17:00,OLA846610,Success,Cust_471,Auto,Koramangala,Indiranagar,6,23,NA,NA,No,NA,695.65,Credit Card,46.38,4,3
2026-02-12,10:12:03,OLA474489,Success,Cust_4145,Prime Sedan,MG Road,Whitefield,5,42,NA,NA,No,NA,585.42,Credit Card,39.03,4,3
2026-01-10,19:02:48,OLA443792,Cancelled,Cust_1158,Bike,Whitefield,Indiranagar,3,0,Customer,Driver refused,No,NA,0.0,Credit Card,0.0,0,0
2026-01-27,12:25:02,OLA556525,Success,Cust_1830,Prime Sedan,Airport,Electronic City,7,44,NA,NA,No,NA,693.56,Wallet,46.24,4,3
2026-01-30,00:14:57,OLA582206,Incomplete,Cust_4512,Prime Play,Whitefield,HSR Layout,9,4,NA,NA,Yes,Medical Emergency,78.96,Credit Card,5.26,0,0
2026-01-14,21:26:13,OLA456931,Success,Cust_2608,Prime Sedan,HSR Layout,MG Road,6,18,NA,NA,No,NA,691.15,Credit Card,46.08,5,4
2026-01-02,14:11:32,OLA999343,Success,Cust_3322,Prime Play,Electronic City,Indiranagar,2,16,NA,NA,No,NA,1190.82,Wallet,79.39,5,3
2026-02-18,23:36:08,OLA237617,Cancelled,Cust_4340,Prime Sedan,HSR Layout,Whitefield,1,0,Driver,Driver refused,No,NA,0.0,UPI,0.0,0,0
2026-02-19,13:47:06,OLA726967,Success,Cust_2243,Auto,HSR Layout,Electronic City,11,25,NA,NA,No,NA,1053.79,Credit Card,70.25,4,4
2026-01-14,06:37:08,OLA363008,Cancelled,Cust_1483,Auto,Electronic City,Indiranagar,1,0,Driver,Late arrival,No,NA,0.0,Wallet,0.0,0,0
2026-01-30,15:01:46,OLA127245,Success,Cust_1492,Bike,MG Road,Indiranagar,12,20,NA,NA,No,NA,1109.55,Credit Card,73.97,3,3
2026-01-23,05:21:53,OLA500569,Success,Cust_1328,Mini,Indiranagar,Koramangala,5,10,NA,NA,No,NA,575.95,UPI,38.4,5,4
2026-01-07,10:23:25,OLA415418,Success,Cust_2651,Auto,Electronic City,Whitefield,11,33,NA,NA,No,NA,1018.25,Credit Card,67.88,3,4
2026-01-25,15:29:12,OLA302839,Success,Cust_1592,Bike,Electronic City,Koramangala,5,20,NA,NA,No,NA,358.9,Cash,23.93,4,4
2026-02-25,14:35:56,OLA511781,Success,Cust_3794,Prime Play,Whitefield,Koramangala,2,20,NA,NA,No,NA,771.77,Wallet,51.45,3,5
